Submitted_Headline_1,Prefill_Suggested_Headline_1,Suggested_Headline_1_Option1,Suggested_Headline_1_Option2,Suggested_Headline_1_Option3,Submitted_Headline_2,Prefill_Suggested_Headline_2,Suggested_Headline_2_Option1,Suggested_Headline_2_Option2,Suggested_Headline_2_Option3,Submitted_Description,Prefill_Suggested_Description,Suggested_Description_Option1,Suggested_Description_Option2,Suggested_Description_Option3,Submitted_Path_1,Prefill_Suggested_Path_1,Suggested_Path_1_Option1,Suggested_Path_1_Option2,Suggested_Path_1_Option3,Submitted_Path_2,Prefill_Suggested_Path_2,Suggested_Path_2_Option1,Suggested_Path_2_Option2,Suggested_Path_2_Option3,Submitted_Status,Submitted_Time,Submitted_Writer
""Amino-Mag 200 100T"",""Amino-Mag 200 100T"",NULL,NULL,NULL,""No GI Side Effects"",""Amino-Mag 200 by Douglas Labs"",NULL,NULL,NULL,""Nutritionally-Functional Magnesium Amino Acid Chelate. See Our Great Prices Now!"",""Amino-Mag 200 100T By Douglas Laboratories"",NULL,NULL,NULL,""Douglas-Labs"",""Amino_Mag_200"",NULL,NULL,NULL,""Amino-Mag"",""Availability:"",NULL,NULL,NULL,Completed,"2018-02-07 06:47:11",anastasia.nicolov
""Adoption for Your Baby"",""Getting Started"",NULL,NULL,NULL,""You can Count on Us"",""Closed Adoption"",NULL,NULL,NULL,""Licensed Counselors & Adoption Specialists to Help Guide You. Give Us a Call!"",""Birth Mother: Giving Your Baby Up For Adoption"",NULL,NULL,NULL,""Adoptions"",""Adopt_My_Baby"",NULL,NULL,NULL,""Get-Started"",""Adoption"",NULL,NULL,NULL,Completed,"2018-02-07 05:47:41",anastasia.nicolov
""Preserved Squid Specimens"",""Preserved Specimens"",NULL,NULL,NULL,""Affordable & Excellent Quality"",""Quick Links"",NULL,NULL,NULL,""Great Prices on Bulk Kits. Give Your Students an Exciting Learning Experience!"",""For Schools and Teachers - Large Selection of Preserved Specimens for Learning"",NULL,NULL,NULL,""Specimens"",""10_-_14_Plain"",NULL,NULL,NULL,""Marine-Life"",""specimens"",NULL,NULL,NULL,Rejected,"2018-02-07 05:38:30",anastasia.nicolov
""Pregnant Cat Specimens"",""Preserved Specimens"",NULL,NULL,NULL,""High Quality and Safely Cured"",""Preserved Fetal Pig"",NULL,NULL,NULL,""Skinned Cat Specimens, Ready to Ship. Great Prices on Bulk Classroom Kits!"",""Preserved Specimens - E - H - Fetal Pigs - Page 1 - Biologyproducts.Com"",NULL,NULL,NULL,""Specimens"",""10_-_14_Single"",NULL,NULL,NULL,""Cat"","""",NULL,NULL,NULL,Rejected,"2018-02-07 05:36:09",anastasia.nicolov
""Preserved Specimen Kits"",""Preserved Specimens"",NULL,NULL,NULL,""High Quality and Safe"",""Quick Links"",NULL,NULL,NULL,""Cat, Squid, Earthworm & More. See Our Great Prices on Bulk Classroom Kits!"",""Preserved Specimens - Page 1 - Biologyproducts.Com"",NULL,NULL,NULL,""Specimens"","""",NULL,NULL,NULL,""Kits"",""Categories"",NULL,NULL,NULL,Rejected,"2018-02-07 05:32:49",anastasia.nicolov
""High Quality and Safe"",""Preserved Specimens"",NULL,NULL,NULL,""Preserved Cat Specimens & More"",""Quick Links"",NULL,NULL,NULL,""Competitive Prices with Free Disposal. See Our Huge Selection of Specimens!"",""Preserved Specimens - Page 1 - Biologyproducts.Com"",NULL,NULL,NULL,""Affordable"",""10_-_14_Single"",NULL,NULL,NULL,""Specimens"",""10_-_14_Double"",NULL,NULL,NULL,Completed,"2018-02-07 05:29:06",anastasia.nicolov
""Preserved Specimens in Bulk"",""Preserved Specimens"",NULL,NULL,NULL,""Safe and High Quality"",""Bio Corporation"",NULL,NULL,NULL,""Skinned Cat, Fetal Pig, Squid & More. See Our Competitive Prices on Bulk Kits!"",""Preserved Specimens - Page 1 - Biologyproducts.Com"",NULL,NULL,NULL,""Specimens"","""",NULL,NULL,NULL,""Bulk"",""10_-_14_Single"",NULL,NULL,NULL,Completed,"2018-02-07 05:26:24",anastasia.nicolov
""High Quality Biology Specimens"",""Preserved Specimens"",NULL,NULL,NULL,""Bulk Dissection Kits"",""Quick Links"",NULL,NULL,NULL,""Safe, Preserved Cat Specimens. See Our Competitive Prices with Free Disposal!"",""Preserved Specimens - Page 1 - Biologyproducts.Com"",NULL,NULL,NULL,""Specimens"",""10_-_14_Single"",NULL,NULL,NULL,""Preserved"",""10_-_14_Double"",NULL,NULL,NULL,Rejected,"2018-02-07 05:23:52",anastasia.nicolov
""High Quality Specimens"",""Preserved Specimens"",NULL,NULL,NULL,""Bulk Kits for Biology Classes"",""Bio Corporation"",NULL,NULL,NULL,""Safe Quality-Controlled Cat Skins, Fetal Pigs and More. Don't Ever Pay More!"",""Preserved Specimens - Page 1 - Biologyproducts.Com"",NULL,NULL,NULL,""Preserved"","""",NULL,NULL,NULL,""Specimens"",""10_-_14_Single"",NULL,NULL,NULL,Rejected,"2018-02-07 05:20:02",anastasia.nicolov
""Plano Residential Services"",""$50 Off Home Glass Repair"",NULL,NULL,NULL,""Broken Window Glass Repair"",""Plano_Broken"",NULL,NULL,NULL,""Home Glass Replacement & Installation Solutions. Schedule Your Repair Now!"",""#1 Plano Glass Repair"",NULL,NULL,NULL,""Plano"",""Plano"",NULL,NULL,NULL,""Glass-Repair"",""Glass-Repair"",NULL,NULL,NULL,Completed,"2018-02-06 17:00:44",kimjade
""Sell Silver Coins for Cash"",""Phone: 410-266-2530"",NULL,NULL,NULL,""Annapolis Coin Exchange"",""Annapolis Coin Exchange"",NULL,NULL,NULL,""We Buy Your Silver Coins and Objects. Turn Unwanted Objects into Cash!"",""Sell Your Silver Coins"",NULL,NULL,NULL,""Silver-Coins"",""Cash_For"",NULL,NULL,NULL,""Sell-Now"",""Best_Way_To"",NULL,NULL,NULL,Rejected,"2018-02-06 03:27:21",danielmar99
""Standing Liberty Quarters"",""Standing Liberty Quarters"",NULL,NULL,NULL,""Mount Vernon Coin"",""Mount Vernon Coin"",NULL,NULL,NULL,""There are Many Key Dates in This Exciting Coin Series. Upgrade Your Set Today!"",""1917 Type 1 Standing Liberty Quarter"",NULL,NULL,NULL,""Collections"",""1917_Type_1"",NULL,NULL,NULL,""Liberty-Quarter"",""$485.00"",NULL,NULL,NULL,Rejected,"2018-02-06 03:22:23",danielmar99
""Liberty Nickels"",""Liberty Nickels"",NULL,NULL,NULL,""Mount Vernon Coin"",""1883 No Cents Liberty Nickel"",NULL,NULL,NULL,""Large Selection of Liberty Nickels in Stock. Start Assembling a Complete Set!"",""Large Selection of Liberty Nickels. Many Dates and Grades in Stock!"",NULL,NULL,NULL,""Collections"",""Collections"",NULL,NULL,NULL,""Liberty-Nickels"",""Categories"",NULL,NULL,NULL,Completed,"2018-02-06 03:17:29",danielmar99
""U.S. Large Cents on Sale"",""U.S. Large Cents"",NULL,NULL,NULL,""Mount Vernon Coin"",""Rare Large Cents On Sale"",NULL,NULL,NULL,""Common and Rare U.S. Large Cents for Sale. Expand Your Coin Collection!"",""US Large Cents For Sale"",NULL,NULL,NULL,""Collections"",""1800_Large"",NULL,NULL,NULL,""Large-Cents"",""1803_Large"",NULL,NULL,NULL,Completed,"2018-02-06 03:15:05",danielmar99
""How to Sell Old Jewelry"",""Annapolis Coin Exchange"",NULL,NULL,NULL,""Annapolis Coin Exchange"",""Phone: 410-266-2530"",NULL,NULL,NULL,""We Buy Old Rings, Watches, Etc. Contact Us for a Great Price!"",""We Buy Old Rings, Watches, Etc. Free Verbal Appraisals!"",NULL,NULL,NULL,""Old_Jewelry"",""Sell_Jewelry"",NULL,NULL,NULL,""How_To_Sell"",""How_To_Sell"",NULL,NULL,NULL,Rejected,"2018-02-06 03:03:04",danielmar99
""U.S. Peace Dollars"",""U.S. Peace Dollars"",NULL,NULL,NULL,""1921 Peace Dollar"",""1921 Peace Dollar"",NULL,NULL,NULL,""Save on All Rare Peace Dollars. Collect All 24 Issues Today!"",""Save on All Rare Peace Dollars. Collect all 24 Issues Today!"",NULL,NULL,NULL,""Peace-Dollars"",""Peace-Dollars"",NULL,NULL,NULL,""1923_Peace"",""1923_Peace"",NULL,NULL,NULL,Rejected,"2018-02-06 02:58:57",danielmar99
""Morgan Silver Dollars"",""Morgan Dollars"",NULL,NULL,NULL,""Mount Vernon Coin"",""Mount Vernon Coin"",NULL,NULL,NULL,""Huge Selection of Morgan Silver Dollars. Expand Your Coin Collection!"",""Morgan Silver Dollars"",NULL,NULL,NULL,""Collections"",""1878_Morgan"",NULL,NULL,NULL,""Morgan-Dollars"",""Morgan-Dollars"",NULL,NULL,NULL,Rejected,"2018-02-06 02:16:36",danielmar99
""Voiture Pontiac 2ememain.be"",""Regarder Directement"",NULL,NULL,NULL,""Offres Locales Belgique"",""Je Cherche Une Voiture"",NULL,NULL,NULL,""Large Collection D'Autos Seconde Main en Ligne. Parcourez Les Annonces en Ligne!"",""Acheter Et Vendre Des Voitures Neuves Ou D'occasion | 2Ememain.Be"",NULL,NULL,NULL,""Auto"",""Pontiac"",NULL,NULL,NULL,""Pontiac"",""Autos"",NULL,NULL,NULL,Rejected,"2018-02-03 15:40:09",csteeve001
""Vendre Votre Auto Française?"",""Regarder Directement"",NULL,NULL,NULL,""Offres Locales Belgique"",""Vendre Votre Voiture ?"",NULL,NULL,NULL,""2ememain.Be, le Site Belge de Référence D'Achat de Voiture. Postez Votre Offre!"",""Acheter Et Vendre Des Voitures Neuves Ou D'occasion | 2Ememain.Be"",NULL,NULL,NULL,""Auto"",""Peugeot"",NULL,NULL,NULL,""Peugeot"",""Autos"",NULL,NULL,NULL,Completed,"2018-02-03 15:38:54",csteeve001
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Completed,"2018-02-02 05:29:03",christo
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Completed,"2018-02-02 05:29:03",christo
""Hotel Vitale in San Francisco"",""Existing Reservations"",NULL,NULL,NULL,""Bay-Front Luxury Hotel"",""Bay-Front Luxury"",NULL,NULL,NULL,""Luxury Boutique Hotel on San Francisco's Embarcadero. Book Your Stay Today!"",""Hotel Vitale: A Luxury Boutique Hotel On San Francisco's Embarcadero"",NULL,NULL,NULL,""San_Francisco"",""San_Francisco"",NULL,NULL,NULL,""Hotel_Vitale"",""Hotel_Vitale"",NULL,NULL,NULL,Completed,"2018-02-01 17:55:19",bestwriterever
""Bacterial Testing"",""bacterial_testing"",NULL,NULL,NULL,""Excellent Customer Support"",""Emlab Store: Air Sampling And Laboratory Supplies"",NULL,NULL,NULL,""Featuring Powerful & Efficient Tramex Handheld Moisture Meters. Shop Today!"",""Tramex Moisture Meters"",NULL,NULL,NULL,""Store"",""bacteria"",NULL,NULL,NULL,""Tramex"",""iaq"",NULL,NULL,NULL,Completed,"2018-02-01 04:35:50",lexylex
""Microbiology Laboratory"",""About Us"",NULL,NULL,NULL,""Outstanding Service & Support"",""Testing Lab Analysis: Mold, Legionella, Asbestos, Endotoxin, Environmental Microbiology, Usp 797"",NULL,NULL,NULL,""Specialists in Detecting, Analyzing and Treating Mold & Bacteria. Learn More!"",""Microbiology Laboratory"",NULL,NULL,NULL,""Tools"",""Tools"",NULL,NULL,NULL,""Microbiology"",""Microbiology"",NULL,NULL,NULL,Completed,"2018-02-01 04:30:16",lexylex
""Shop for Sterile Culture Swabs"",""Shop For Sterile Culture Swabs"",NULL,NULL,NULL,""Safe & Efficient"",""Transporter Swabs"",NULL,NULL,NULL,""Collect & Preserve Microorganisms with Quality Sterile Culture Swabs. Shop Now!"",""Buy Sterile Culture Swabs"",NULL,NULL,NULL,""Bacterial"",""Bacterial"",NULL,NULL,NULL,""Swabs"",""Bacteria"",NULL,NULL,NULL,Rejected,"2018-02-01 04:23:54",lexylex
""Microbial Air Samplers"",""Microbial Air Samplers"",NULL,NULL,NULL,""Excellent Support"",""Buy High Volume Air Samplers"",NULL,NULL,NULL,""Your Online for a Full Lineup of Effective Andersen Air Samplers. Order Now."",""Browse Microbial Air Samplers"",NULL,NULL,NULL,""Air-Samplers"",""Air_Samplers"",NULL,NULL,NULL,""Bacteria"",""bacteria"",NULL,NULL,NULL,Rejected,"2018-02-01 04:16:01",lexylex
""Faber Castell Products"",""Faber Castell. Deserres"",NULL,NULL,NULL,""Over 200 Years of Service"",""Brands - Faber Castell"",NULL,NULL,NULL,""Quality, World-Famous Faber Castell Products Available at DeSerres. Shop Now!"",""Find Faber Castell products"",NULL,NULL,NULL,""Brands"",""Faber-Castell"",NULL,NULL,NULL,""Faber-Castell"",""Markers"",NULL,NULL,NULL,Completed,"2018-01-31 22:15:15",lexylex
""Brands - Fjallraven"",""Brands - Fjallraven"",NULL,NULL,NULL,""Brand You Love & Trust"",""Fjallraven. Deserres"",NULL,NULL,NULL,""Featuring Robust & Spacious Fjallraven Backpacks in Numerous Colors. Shop Now!"",""Find Fjallraven backpacks"",NULL,NULL,NULL,""Backpacks"",""fjallraven"",NULL,NULL,NULL,""Fjallraven"",""backpacks"",NULL,NULL,NULL,Rejected,"2018-01-31 22:10:35",lexylex
""Wall Adhesives at DeSerres"",""Wall Adhesives. Deserres"",NULL,NULL,NULL,""Free Shipping on Orders $39+"",""DeSerres - Wall Adhesives"",NULL,NULL,NULL,""Decorate Wall Adhesives to Give Your Home a Vibrant New Look. Order Today!"",""Wall Adhesives | Deserres"",NULL,NULL,NULL,""Home-Decor"",""wall_adhesives"",NULL,NULL,NULL,""Wall-Adhesives"",""Wall-Adhesives"",NULL,NULL,NULL,Completed,"2018-01-31 21:30:04",lexylex
""Winsor and Newton"",""Winsor And Newton"",NULL,NULL,NULL,""Full Selection Available"",""Brands - Winsor And Newton"",NULL,NULL,NULL,""We Carry a Wide Choice of Permanence Winsor & Newton Paint. Shop Now!"",""Brands - Winsor And Newton | Deserres"",NULL,NULL,NULL,""Art-Graphic"",""Brush_Winsor"",NULL,NULL,NULL,""Winsor-Newton"",""winsor-newton"",NULL,NULL,NULL,Rejected,"2018-01-31 21:17:56",lexylex
""Pens & Pencils at DeSerres"",""Pens & Pencils"",NULL,NULL,NULL,""Your Imagination Comes Alive"",""Paper Mate"",NULL,NULL,NULL,""Huge Selection of Products to Unlock Creative Possibilities. Shop at DeSerres!"",""From crafting to decoration, we have everything you need for limitless creation."",NULL,NULL,NULL,""Paper"",""Erasable_Pen"",NULL,NULL,NULL,""Pens-Pencils"",""Paper"",NULL,NULL,NULL,Completed,"2018-01-31 21:12:53",lexylex
""Find Pentel Products"",""Deserres. Pentel"",NULL,NULL,NULL,""Free Shipping over $39"",""Find Pentel products"",NULL,NULL,NULL,""The Quality Pentel Products You Need Now Available at Deserres. Shop Today!"",""Pentel 12 Oil Pastel Set"",NULL,NULL,NULL,""Art-Graphic"",""pentel"",NULL,NULL,NULL,""Pentel"",""art-graphic"",NULL,NULL,NULL,Rejected,"2018-01-31 21:03:08",lexylex
""Artograph Products"",""Find Artograph products"",NULL,NULL,NULL,""High-Performance Products"",""Brands - Artograph"",NULL,NULL,NULL,""Full Lineup of Authentic Artograph Projectors & Accessories are Here. Shop Now!"",""Artograph. Deserres"",NULL,NULL,NULL,""Art-Graphic"",""Artograph"",NULL,NULL,NULL,""Artograph"",""Where_To_Buy"",NULL,NULL,NULL,Completed,"2018-01-31 21:00:26",lexylex
""Cricut Brand Products"",""Home | Deserres"",NULL,NULL,NULL,""Free Shipping on Orders $39+"",""Drawing Pencils"",NULL,NULL,NULL,""Authorized Distributor of Genuine Cricut Brand Products. Shop Today & Save!"",""Find Cricut brand products"",NULL,NULL,NULL,""Hobbies"",""Cricut_Canada"",NULL,NULL,NULL,""Cricut"",""Cricut_Explore"",NULL,NULL,NULL,Completed,"2018-01-31 20:57:00",lexylex
""Modelling & Moulding"",""Tutti Frutti"",NULL,NULL,NULL,""Diverse & Quality Selection"",""Realize Your Wildest Projects"",NULL,NULL,NULL,""All the Modelling & Mould Making Solutions You Need in One Place. Shop Today!"",""Claycrete Paper Maché"",NULL,NULL,NULL,""Acrylic_Clay"",""Air_Dry_Clay"",NULL,NULL,NULL,""Ceramic_Paint"",""Assorted_Clays"",NULL,NULL,NULL,Completed,"2018-01-31 17:17:02",lexylex
""Modula Vertical Carousel"",""Modula Vertical Carousel"",NULL,NULL,NULL,""Leading Edge Storage System"",""Full Inventory Control"",NULL,NULL,NULL,""State of the Art Application for Efficiently Utilizing Small Spaces. Learn More!"",""The Modula Vertical Carousel System Offers A Flexible Configuration Of Carriers."",NULL,NULL,NULL,""Vertical"",""Storage"",NULL,NULL,NULL,""Carousel"",""Automated"",NULL,NULL,NULL,Completed,"2018-01-31 16:19:41",lexylex
""Golden Brand Products"",""Deserres. Golden"",NULL,NULL,NULL,""Authorized Distributor"",""Brands - Golden"",NULL,NULL,NULL,""Free Shipping over $39 on a Wide Range of Golden Brand Products. Shop Today!"",""Set Of Golden High Flow Acrylics – Opaque Colours (10)"",NULL,NULL,NULL,""Art-Graphic"",""golden"",NULL,NULL,NULL,""Golden"",""art-graphic"",NULL,NULL,NULL,Rejected,"2018-01-31 16:14:34",lexylex
""AloeVita™ Aloe Water"",""A Delicious Drink"",NULL,NULL,NULL,""Gluten-Free, Fat Free"",""Nature Intended"",NULL,NULL,NULL,""Introducing Refreshing Organic Aloe Vera Water. Discover Delicious Flavors Now!"",""AloeVita™ Aloe Water"",NULL,NULL,NULL,""Quality"",""Aloevita_Aloe"",NULL,NULL,NULL,""Aloe-Water"",""Aloevita"",NULL,NULL,NULL,Completed,"2018-01-31 15:55:59",lexylex
""Find Posca Products"",""Brands - Posca"",NULL,NULL,NULL,""Enjoy Up to 30% Off"",""Deserres. Brands"",NULL,NULL,NULL,""We Stock a Diverse Assortment of Genuine Posca Painting Products. Shop Today!"",""Find Posca products"",NULL,NULL,NULL,""Art-Graphic"",""Posca_Markers"",NULL,NULL,NULL,""Posca"",""posca"",NULL,NULL,NULL,Rejected,"2018-01-31 15:48:42",lexylex
""Deserres Stores"",""Home | Deserres"",NULL,NULL,NULL,""Free Shipping over $39"",""Drawing Pencils"",NULL,NULL,NULL,""Enjoy Huge Savings of Up to 30% on a Wide Range of Painting Supplies. Shop Now!"",""Show off your talents with deserres.ca: Fine Arts & Hobbies up to 30% off."",NULL,NULL,NULL,""Art_Store"",""Art_Store"",NULL,NULL,NULL,""Hobbies-Art"",""hobbies-art"",NULL,NULL,NULL,Rejected,"2018-01-31 15:45:18",lexylex
""Golden Brand Products"",""Deserres. Golden"",NULL,NULL,NULL,""Over 30 Years of Experience"",""Brands - Golden"",NULL,NULL,NULL,""Everything You Need to Make Your Ideals a Reality. Shop Golden Brand Products!"",""Set Of Golden High Flow Acrylics – Opaque Colours (10)"",NULL,NULL,NULL,""Golden"",""golden"",NULL,NULL,NULL,""Art-Graphic"",""art-graphic"",NULL,NULL,NULL,Rejected,"2018-01-31 15:37:01",lexylex
""Drawing & Accessories"",""Drawing & Accessories"",NULL,NULL,NULL,""Leading Brands Available"",""Metal Shield For Eraser"",NULL,NULL,NULL,""We Stock a Wide Assortment of Quality Drawing Products & Accessories. Shop Now!"",""60 Coloured Pencils"",NULL,NULL,NULL,""Chalk_Pen"",""Chalk_Pen"",NULL,NULL,NULL,""Art_Pens"",""Art_Pens"",NULL,NULL,NULL,Rejected,"2018-01-31 15:34:23",lexylex
""Decorative Paint"",""Decorative Paint"",NULL,NULL,NULL,""Free Shipping over $39"",""Americana® Ultra-Matte Varnish"",NULL,NULL,NULL,""Authorized Distributor of High-Quality Decorative Paints. Explore & Order!"",""DeSerres - Decorative Paint"",NULL,NULL,NULL,""Chalk_Paint"",""Chalk_Paint"",NULL,NULL,NULL,""Chalkboard"",""Chalkboard"",NULL,NULL,NULL,Completed,"2018-01-31 15:26:03",lexylex
""Crafting at DeSerres"",""Crafting | Deserres"",NULL,NULL,NULL,""Free Shipping over $39"",""DeSerres - Crafting"",NULL,NULL,NULL,""Outstanding Quality Crating Supplies by Leading Brands at DeSerres. Shop Now!"",""From crafting to decoration, we have everything you need for limitless creation."",NULL,NULL,NULL,""Creative"",""Crafting"",NULL,NULL,NULL,""Crafting"",""Alex"",NULL,NULL,NULL,Completed,"2018-01-31 15:21:17",lexylex
""Prismacolor Products"",""Brands - Prismacolor"",NULL,NULL,NULL,""Genuine Prismacolor Products"",""Prismacolor. Deserres"",NULL,NULL,NULL,""Your Online Destination for Quality, Prismacolor Color Pencils & More. Shop Now!"",""24 Prismacolor Col-Erase® Colored Pencils Set"",NULL,NULL,NULL,""Prismacolor"",""Prismacolor"",NULL,NULL,NULL,""Art-Graphic"",""art-graphic"",NULL,NULL,NULL,Rejected,"2018-01-31 15:11:20",lexylex
""Prismacolor at Deserres"",""Prismacolor. Deserres"",NULL,NULL,NULL,""Diverse Selection"",""Brands - Prismacolor"",NULL,NULL,NULL,""Authorized Distributor of Superior Prismacolor Colored Pencils. Order Today!"",""24 Prismacolor Col-Erase® Colored Pencils Set"",NULL,NULL,NULL,""Prismacolor"",""prismacolor"",NULL,NULL,NULL,""Art-Graphic"",""art-graphic"",NULL,NULL,NULL,Rejected,"2018-01-31 15:06:23",lexylex
""Paper & Pads at DeSerres"",""Paper & Pads"",NULL,NULL,NULL,""Free Shipping over $39"",""Paper & Pads. Deserres"",NULL,NULL,NULL,""Superior Selection of Paper & Pads by Leading Manufacturers. Shop Today!"",""Laid 130 G/M2 Roma Michelangelo Paper &Mdash, White"",NULL,NULL,NULL,""Acrylic_Paper"",""Acrylic_Paper"",NULL,NULL,NULL,""Paper_&_Pads"",""paper_&_pads"",NULL,NULL,NULL,Completed,"2018-01-31 14:57:15",lexylex
""Vendre Subaru Seconde Main"",""Homepage Annonces"",NULL,NULL,NULL,""La Confiance Dans le Mouvement"",""Annonces Populaires"",NULL,NULL,NULL,""2ememain.Be - Vendez Facilement Votre Auto Seconde Main en Quelques Clics!"",""2Ememain.Be | Vendre Et Acheter Des Articles Neufs Et De Seconde Main"",NULL,NULL,NULL,""Autos"",""Autos"",NULL,NULL,NULL,""Subaru"",""Vendre_Subaru"",NULL,NULL,NULL,Completed,"2018-01-31 09:14:19",csteeve001
